,Player,PF,Yds,Tot Yds & TO_Ply,Tot Yds & TO_Y/P,Tot Yds & TO_TO,FL,1stD,Passing_Cmp,Passing_Att,Passing_Yds,Passing_TD,Passing_Int,Passing_NY/A,Passing_1stD,Rushing_Att,Rushing_Yds,Rushing_TD,Rushing_Y/A,Rushing_1stD,Penalties_Pen,Penalties_Yds,Penalties_1stPy,season,team,#Dr,Sc%,TO%,Average Drive_Start,Average Drive_Time,Average Drive_Plays,Average Drive_Yds,Average Drive_Pts
368,Team Stats,281,4155,874.0,4.8,31,10,245,269.0,488,2873,22,21,5.3,142.0,335,1282,9,3.8,81.0,79.0,590.0,22.0,1990,clt,,,,,,,,
369,Team Stats,143,3748,923.0,4.1,31,15,236,305.0,512,2579,10,16,4.5,163.0,354,1169,3,3.3,55.0,85.0,689.0,18.0,1991,clt,,,,,,,,
370,Team Stats,216,4368,969.0,4.5,37,11,267,305.0,546,3266,13,26,5.5,174.0,379,1102,8,2.9,70.0,122.0,958.0,23.0,1992,clt,,,,,,,,
371,Team Stats,189,4705,988.0,4.8,35,20,269,332.0,594,3417,10,15,5.5,180.0,365,1288,4,3.5,71.0,94.0,685.0,18.0,1993,clt,,,,,,,,
372,Team Stats,307,4413,899.0,4.9,31,17,252,217.0,376,2353,15,14,5.8,126.0,495,2060,15,4.2,108.0,82.0,658.0,18.0,1994,clt,,,,,,,,
373,Team Stats,331,4919,961.0,5.1,22,11,281,270.0,434,3064,20,11,6.3,147.0,478,1855,14,3.9,110.0,97.0,943.0,24.0,1995,clt,,,,,,,,
374,Team Stats,317,4744,1000.0,4.7,24,13,288,311.0,537,3296,16,11,5.7,172.0,420,1448,9,3.4,89.0,76.0,615.0,27.0,1996,clt,,,,,,,,
375,Team Stats,313,4869,1035.0,4.7,28,11,301,317.0,523,3142,16,17,5.4,171.0,450,1727,10,3.8,109.0,106.0,880.0,21.0,1997,clt,,,,,,,,
376,Team Stats,310,5116,982.0,5.2,33,5,298,326.0,576,3630,26,28,6.1,190.0,384,1486,7,3.9,77.0,106.0,853.0,31.0,1998,clt,,,,,,,,
377,Team Stats,423,5726,979.0,5.8,28,11,327,338.0,546,4066,26,17,7.3,200.0,419,1660,15,4.0,89.0,81.0,683.0,38.0,1999,clt,186.0,40.9,15.1,Own 31.0,2:37,5.47,30.7,2.13
378,Team Stats,429,6141,1026.0,6.0,29,14,357,357.0,571,4282,33,15,7.2,213.0,435,1859,14,4.3,111.0,89.0,866.0,33.0,2000,clt,178.0,40.4,15.2,Own 29.3,2:39,5.92,34.5,2.27
379,Team Stats,413,5955,1025.0,5.8,38,15,343,349.0,557,3989,27,23,6.8,206.0,438,1966,16,4.5,110.0,76.0,730.0,27.0,2001,clt,195.0,36.4,18.5,Own 29.7,2:30,5.44,30.5,1.97
380,Team Stats,349,5616,1048.0,5.4,32,13,324,392.0,591,4055,27,19,6.6,213.0,434,1561,12,3.6,93.0,91.0,730.0,18.0,2002,clt,183.0,33.9,16.4,Own 33.1,2:43,5.9,30.7,1.87
381,Team Stats,447,5874,1041.0,5.6,20,10,348,381.0,569,4179,29,10,7.1,212.0,453,1695,16,3.7,104.0,92.0,662.0,32.0,2003,clt,177.0,46.3,10.2,Own 31.8,2:51,6.09,33.2,2.41
382,Team Stats,522,6475,968.0,6.7,17,7,379,353.0,527,4623,51,10,8.5,238.0,427,1852,10,4.3,94.0,106.0,801.0,47.0,2004,clt,175.0,46.3,9.7,Own 31.0,2:38,5.69,36.9,2.78
383,Team Stats,439,5799,1000.0,5.8,19,8,363,347.0,515,4096,31,11,7.7,217.0,465,1703,18,3.7,116.0,94.0,690.0,30.0,2005,clt,165.0,43.6,9.1,Own 31.2,2:57,6.22,35.1,2.5
384,Team Stats,427,6070,1011.0,6.0,19,10,376,362.0,557,4308,31,9,7.5,241.0,439,1762,17,4.0,112.0,86.0,718.0,23.0,2006,clt,156.0,47.4,10.9,Own 28.8,3:02,6.67,38.9,2.65
385,Team Stats,450,5739,1020.0,5.6,19,5,357,355.0,551,4033,32,14,7.0,212.0,446,1706,19,3.8,119.0,67.0,515.0,26.0,2007,clt,166.0,44.6,11.4,Own 31.8,2:52,6.32,34.6,2.57
386,Team Stats,377,5368,969.0,5.5,17,5,321,393.0,585,4094,27,12,6.8,220.0,370,1274,13,3.4,80.0,86.0,619.0,21.0,2008,clt,150.0,40.7,10.0,Own 28.2,3:03,6.63,35.8,2.31
387,Team Stats,416,5809,980.0,5.9,24,5,339,402.0,601,4515,34,19,7.4,241.0,366,1294,16,3.5,69.0,74.0,546.0,29.0,2009,clt,174.0,37.9,13.2,Own 28.0,2:33,5.75,33.4,2.29
388,Team Stats,435,6092,1088.0,5.6,25,8,366,450.0,679,4609,33,17,6.6,253.0,393,1483,13,3.8,87.0,79.0,709.0,26.0,2010,clt,179.0,40.2,13.4,Own 27.5,2:40,6.23,34.0,2.23
389,Team Stats,243,4589,951.0,4.8,29,15,258,302.0,534,2995,14,14,5.3,170.0,382,1594,8,4.2,69.0,76.0,549.0,19.0,2011,clt,186.0,24.2,15.6,Own 23.5,2:15,5.26,24.6,1.2
390,Team Stats,357,5799,1109.0,5.2,27,9,360,339.0,628,4128,23,18,6.2,208.0,440,1671,11,3.8,110.0,94.0,801.0,42.0,2012,clt,180.0,33.3,13.9,Own 24.8,2:44,6.34,32.2,1.76
391,Team Stats,391,5468,1023.0,5.3,14,4,318,350.0,582,3725,23,10,6.1,191.0,409,1743,15,4.3,88.0,66.0,576.0,39.0,2013,clt,188.0,38.8,6.9,Own 28.0,2:32,5.65,29.1,1.97
392,Team Stats,458,6506,1105.0,5.9,31,15,371,410.0,661,4894,42,16,7.1,251.0,415,1612,9,3.9,80.0,105.0,848.0,40.0,2014,clt,205.0,39.5,14.6,Own 28.7,2:29,5.54,31.6,2.18
393,Team Stats,333,5142,1052.0,4.9,30,11,311,355.0,619,3704,26,19,5.6,195.0,396,1438,6,3.6,77.0,108.0,931.0,39.0,2015,clt,194.0,29.4,14.4,Own 26.8,2:29,5.56,26.5,1.54
394,Team Stats,411,5830,1037.0,5.6,22,7,351,370.0,584,4202,32,15,6.7,220.0,409,1628,13,4.0,93.0,103.0,883.0,38.0,2016,clt,180.0,40.6,12.2,Own 28.3,2:45,5.94,32.3,2.24
395,Team Stats,263,4553,994.0,4.6,15,6,267,285.0,487,2892,13,9,5.3,148.0,451,1661,11,3.7,94.0,92.0,779.0,25.0,2017,clt,180.0,29.4,8.3,Own 27.3,2:38,5.72,25.2,1.42
396,Team Stats,433,6179,1070.0,5.8,24,9,371,432.0,644,4461,39,15,6.7,237.0,408,1718,13,4.2,96.0,120.0,953.0,38.0,2018,clt,182.0,41.2,13.2,Own 29.8,2:39,6.04,33.9,2.38
397,Team Stats,361,5238,1016.0,5.2,21,11,340,307.0,513,3108,22,10,5.7,165.0,471,2130,17,4.5,131.0,79.0,670.0,44.0,2019,clt,168.0,36.3,11.3,Own 27.8,2:52,6.23,31.1,2.02
398,Team Stats,451,6049,1032.0,5.9,15,4,364,371.0,552,4053,24,11,7.1,201.0,459,1996,20,4.3,129.0,94.0,899.0,34.0,2020,clt,171.0,44.4,8.8,Own 30.2,2:55,6.25,35.4,2.36
399,Team Stats,451,5901,1052.0,5.6,19,11,354,324.0,521,3361,27,8,6.1,167.0,499,2540,22,5.1,154.0,76.0,688.0,33.0,2021,clt,180.0,43.3,8.9,Own 31.6,3:02,6.04,32.8,2.39
400,Team Stats,289,5298,1103.0,4.8,34,14,310,398.0,604,3432,17,20,5.2,193.0,439,1866,8,4.3,91.0,89.0,794.0,26.0,2022,clt,195.0,29.2,16.9,Own 28.9,2:40,5.86,27.0,1.39
401,Team Stats,396,5725,1094.0,5.2,22,12,324,355.0,574,3666,18,10,6.0,178.0,479,2059,19,4.3,113.0,95.0,685.0,33.0,2023,clt,196.0,35.7,9.2,Own 28.3,2:33,5.79,29.2,1.83
402,Team Stats,377,5692,1041.0,5.5,29,10,315,289.0,513,3361,20,19,6.2,161.0,496,2331,20,4.7,130.0,93.0,684.0,24.0,2024,clt,194.0,36.6,14.9,Own 28.9,2:27,5.56,29.3,1.92
403,Team Stats,288,4167,769.0,5.4,47,22,229,126.0,285,1811,20,25,6.4,89.0,484,2356,13,4.9,127.0,46.0,456.0,13.0,1960,crd,,,,,,,,
404,Team Stats,279,3378,737.0,4.6,41,18,202,168.0,351,1973,21,23,5.6,110.0,386,1405,8,3.6,83.0,57.0,535.0,9.0,1961,crd,,,,,,,,
405,Team Stats,287,4798,850.0,5.6,51,21,268,220.0,434,3100,18,30,7.1,138.0,416,1698,20,4.1,109.0,56.0,655.0,21.0,1962,crd,,,,,,,,
406,Team Stats,341,4870,901.0,5.4,39,18,254,228.0,438,3031,30,21,6.3,134.0,423,1839,10,4.3,105.0,69.0,692.0,15.0,1963,crd,,,,,,,,
407,Team Stats,357,4517,915.0,4.9,40,16,275,223.0,422,2747,21,24,6.0,152.0,456,1770,12,3.9,95.0,64.0,579.0,28.0,1964,crd,,,,,,,,
408,Team Stats,296,4562,909.0,5.0,32,7,251,221.0,448,2943,20,25,6.2,143.0,431,1619,10,3.8,90.0,45.0,458.0,18.0,1965,crd,,,,,,,,
409,Team Stats,264,3541,882.0,4.0,37,18,212,180.0,386,1940,13,19,4.6,108.0,458,1601,10,3.5,88.0,67.0,586.0,16.0,1966,crd,,,,,,,,
410,Team Stats,333,4780,927.0,5.2,46,11,248,204.0,431,2941,20,35,6.5,131.0,472,1839,15,3.9,97.0,65.0,720.0,20.0,1967,crd,,,,,,,,
411,Team Stats,325,4183,871.0,4.8,31,11,245,169.0,385,2187,16,20,5.4,107.0,463,1996,22,4.3,117.0,66.0,708.0,21.0,1968,crd,,,,,,,,
412,Team Stats,314,4185,833.0,5.0,35,10,224,216.0,430,2739,19,25,6.1,125.0,382,1446,17,3.8,83.0,72.0,765.0,16.0,1969,crd,,,,,,,,
413,Team Stats,325,4471,845.0,5.3,33,14,226,178.0,390,2473,16,19,5.9,104.0,429,1998,18,4.7,110.0,84.0,896.0,12.0,1970,crd,,,,,,,,
414,Team Stats,231,4001,821.0,4.9,46,20,212,170.0,385,2471,14,26,6.1,109.0,417,1530,8,3.7,86.0,66.0,643.0,17.0,1971,crd,,,,,,,,
415,Team Stats,193,3267,754.0,4.3,39,16,181,171.0,363,2038,11,23,5.2,102.0,361,1229,9,3.4,68.0,64.0,582.0,11.0,1972,crd,,,,,,,,
416,Team Stats,286,4054,837.0,4.8,29,14,238,210.0,394,2383,16,15,5.7,111.0,416,1671,13,4.0,96.0,61.0,594.0,31.0,1973,crd,,,,,,,,
417,Team Stats,285,4314,873.0,4.9,17,9,247,201.0,391,2358,20,8,5.8,117.0,466,1956,12,4.2,120.0,77.0,645.0,10.0,1974,crd,,,,,,,,
418,Team Stats,356,4955,918.0,5.4,39,19,276,187.0,355,2553,20,20,7.0,128.0,555,2402,19,4.3,131.0,83.0,730.0,17.0,1975,crd,,,,,,,,
419,Team Stats,309,5136,989.0,5.2,37,24,307,220.0,392,2835,18,13,6.9,142.0,580,2301,17,4.0,140.0,84.0,683.0,25.0,1976,crd,,,,,,,,
420,Team Stats,272,4541,888.0,5.1,37,16,247,195.0,366,2499,14,21,6.6,117.0,507,2042,19,4.0,114.0,95.0,835.0,16.0,1977,crd,,,,,,,,
421,Team Stats,248,5125,1084.0,4.7,35,14,281,252.0,508,3171,16,21,6.0,158.0,554,1954,14,3.5,103.0,106.0,890.0,20.0,1978,crd,,,,,,,,
422,Team Stats,307,5184,1097.0,4.7,45,21,305,248.0,492,2602,12,24,4.9,136.0,566,2582,24,4.6,145.0,107.0,954.0,24.0,1979,crd,,,,,,,,
423,Team Stats,299,4859,1039.0,4.7,37,13,281,239.0,470,2676,16,24,5.1,137.0,519,2183,19,4.2,123.0,103.0,922.0,21.0,1980,crd,,,,,,,,
424,Team Stats,315,5077,1044.0,4.9,44,20,300,253.0,477,2864,15,24,5.5,141.0,519,2213,20,4.3,135.0,106.0,877.0,24.0,1981,crd,,,,,,,,
425,Team Stats,135,2542,579.0,4.4,16,10,162,129.0,240,1333,6,6,4.9,81.0,307,1209,10,3.9,71.0,56.0,528.0,10.0,1982,crd,,,,,,,,
426,Team Stats,374,5145,1044.0,4.9,48,27,296,267.0,460,2868,29,21,5.5,147.0,525,2277,15,4.3,123.0,89.0,770.0,26.0,1983,crd,,,,,,,,
427,Team Stats,423,6345,1103.0,5.8,36,20,345,347.0,566,4257,28,16,6.9,200.0,488,2088,21,4.3,129.0,109.0,904.0,16.0,1984,crd,,,,,,,,
428,Team Stats,278,5086,1016.0,5.0,34,16,301,296.0,534,3112,19,18,5.2,171.0,417,1974,14,4.7,108.0,101.0,816.0,22.0,1985,crd,,,,,,,,
429,Team Stats,218,4503,994.0,4.5,29,10,273,293.0,516,2716,17,19,4.7,149.0,419,1787,8,4.3,102.0,116.0,932.0,22.0,1986,crd,,,,,,,,
430,Team Stats,362,5326,1045.0,5.1,27,12,325,305.0,529,3453,25,15,5.9,189.0,462,1873,15,4.1,115.0,101.0,797.0,21.0,1987,crd,,,,,,,,
431,Team Stats,344,5807,1102.0,5.3,35,16,336,322.0,562,3780,26,19,6.1,195.0,480,2027,15,4.2,122.0,99.0,790.0,19.0,1988,crd,,,,,,,,
432,Team Stats,258,4641,986.0,4.7,44,14,262,279.0,523,3280,17,30,5.7,157.0,407,1361,10,3.3,83.0,113.0,856.0,22.0,1989,crd,,,,,,,,
433,Team Stats,268,4745,934.0,5.1,32,14,270,238.0,439,2833,16,18,5.9,135.0,452,1912,13,4.2,115.0,96.0,883.0,20.0,1990,crd,,,,,,,,
434,Team Stats,196,3962,926.0,4.3,39,14,237,254.0,492,2667,10,25,5.0,143.0,391,1295,6,3.3,73.0,78.0,661.0,21.0,1991,crd,,,,,,,,
435,Team Stats,243,4577,948.0,4.8,42,18,277,298.0,517,3086,15,24,5.6,161.0,395,1491,11,3.8,88.0,85.0,722.0,28.0,1992,crd,,,,,,,,
436,Team Stats,326,5213,1007.0,5.2,31,11,295,310.0,522,3404,21,20,6.1,173.0,452,1809,12,4.0,107.0,77.0,644.0,15.0,1993,crd,,,,,,,,
437,Team Stats,235,4607,1052.0,4.4,29,10,287,287.0,538,3047,11,19,5.3,169.0,480,1560,12,3.3,90.0,128.0,1090.0,28.0,1994,crd,,,,,,,,
438,Team Stats,275,4866,1002.0,4.9,43,19,285,327.0,560,3503,17,24,5.7,184.0,387,1363,3,3.5,65.0,119.0,835.0,36.0,1995,crd,,,,,,,,
439,Team Stats,300,5190,1050.0,4.9,35,14,308,336.0,613,3688,23,21,5.7,214.0,401,1502,8,3.7,70.0,106.0,873.0,24.0,1996,crd,,,,,,,,
440,Team Stats,283,4713,1075.0,4.4,42,20,295,317.0,602,3458,19,22,5.1,186.0,395,1255,9,3.2,79.0,93.0,775.0,30.0,1997,crd,,,,,,,,
441,Team Stats,325,5109,1052.0,4.9,36,16,315,326.0,552,3482,17,20,5.8,179.0,450,1627,18,3.6,98.0,88.0,758.0,38.0,1998,crd,,,,,,,,
442,Team Stats,245,4010,999.0,4.0,40,10,254,287.0,558,2803,11,30,4.6,150.0,396,1207,13,3.0,77.0,70.0,481.0,27.0,1999,crd,207.0,20.8,18.8,Own 30.0,2:06,4.96,19.3,1.09
443,Team Stats,210,4528,932.0,4.9,44,20,253,316.0,554,3250,16,24,5.5,156.0,343,1278,6,3.7,71.0,96.0,785.0,26.0,2000,crd,176.0,21.6,22.2,Own 30.9,2:25,5.43,25.7,1.15
444,Team Stats,295,4898,955.0,5.1,27,13,277,304.0,526,3449,18,14,6.2,177.0,400,1449,10,3.6,77.0,72.0,620.0,23.0,2001,crd,180.0,27.2,13.3,Own 29.5,2:29,5.45,27.1,1.44
445,Team Stats,262,4563,1003.0,4.5,35,13,274,291.0,548,2740,18,22,4.7,148.0,414,1823,10,4.4,94.0,76.0,617.0,32.0,2002,crd,188.0,22.9,18.6,Own 30.3,2:29,5.45,24.1,1.28
446,Team Stats,225,4490,981.0,4.6,36,14,256,303.0,534,2959,18,22,5.1,147.0,403,1531,5,3.8,80.0,98.0,761.0,29.0,2003,crd,185.0,22.2,18.4,Own 30.3,2:35,5.44,24.1,1.16
447,Team Stats,284,4550,1047.0,4.3,29,11,280,299.0,533,2882,14,18,5.0,152.0,475,1668,15,3.5,86.0,124.0,948.0,42.0,2004,crd,200.0,25.5,13.5,Own 30.7,2:30,5.39,22.7,1.35
448,Team Stats,311,5575,1075.0,5.2,37,16,304,419.0,670,4437,21,21,6.2,224.0,360,1138,2,3.2,58.0,145.0,1184.0,22.0,2005,crd,194.0,34.0,18.0,Own 29.5,2:35,5.77,28.7,1.49
449,Team Stats,314,5000,999.0,5.0,30,13,298,322.0,545,3662,17,17,6.3,187.0,419,1338,12,3.2,84.0,117.0,937.0,27.0,2006,crd,177.0,32.2,15.3,Own 29.8,2:43,5.85,28.1,1.62
450,Team Stats,404,5505,1016.0,5.4,36,12,308,356.0,590,4065,32,24,6.6,210.0,402,1440,9,3.6,70.0,137.0,1128.0,28.0,2007,crd,197.0,32.0,18.3,Own 32.5,2:29,5.31,27.6,1.81
451,Team Stats,427,5852,998.0,5.9,30,15,328,418.0,630,4674,31,15,7.1,231.0,340,1178,14,3.5,72.0,107.0,781.0,25.0,2008,crd,178.0,39.3,15.7,Own 30.8,2:43,5.76,32.9,2.19
452,Team Stats,375,5510,985.0,5.6,36,18,317,392.0,594,4016,27,18,6.5,215.0,365,1494,16,4.1,77.0,108.0,886.0,25.0,2009,crd,199.0,30.7,17.1,Own 29.9,2:24,5.05,27.6,1.78
453,Team Stats,289,4309,931.0,4.6,35,16,241,285.0,561,2921,10,19,4.8,154.0,320,1388,9,4.3,67.0,108.0,870.0,20.0,2010,crd,190.0,23.7,15.8,Own 29.7,2:13,5.04,22.7,1.15
454,Team Stats,312,5192,993.0,5.2,32,9,286,307.0,550,3567,21,23,5.9,175.0,389,1625,12,4.2,83.0,106.0,1004.0,28.0,2011,crd,199.0,26.1,15.6,Own 25.6,2:18,5.11,26.0,1.45
455,Team Stats,250,4209,1018.0,4.1,34,13,246,337.0,608,3005,11,21,4.5,168.0,352,1204,10,3.4,58.0,102.0,857.0,20.0,2012,crd,209.0,22.0,14.8,Own 30.4,2:15,5.0,20.1,1.06
456,Team Stats,379,5542,1037.0,5.3,31,9,329,363.0,574,4002,24,22,6.5,205.0,422,1540,12,3.6,84.0,96.0,744.0,40.0,2013,crd,200.0,33.0,15.5,Own 28.9,2:29,5.37,27.7,1.71
457,Team Stats,310,5116,993.0,5.2,17,5,302,320.0,568,3808,21,12,6.4,191.0,397,1308,6,3.3,67.0,91.0,707.0,44.0,2014,crd,181.0,30.9,9.4,Own 26.9,2:38,5.67,28.3,1.52
458,Team Stats,489,6533,1041.0,6.3,24,11,373,353.0,562,4616,35,13,7.8,237.0,452,1917,16,4.2,92.0,94.0,758.0,44.0,2015,crd,186.0,42.5,11.8,Own 27.8,2:45,5.77,35.1,2.37
459,Team Stats,418,5868,1086.0,5.4,28,11,368,383.0,646,4136,28,17,6.0,229.0,399,1732,20,4.3,97.0,104.0,889.0,42.0,2016,crd,197.0,35.0,14.2,Own 29.7,2:31,5.66,29.5,2.03
460,Team Stats,295,5026,1060.0,4.7,25,7,310,339.0,598,3640,21,18,5.6,200.0,410,1386,6,3.4,66.0,110.0,880.0,44.0,2017,crd,202.0,29.2,12.4,Own 29.7,2:28,5.4,24.9,1.41
461,Team Stats,225,3865,902.0,4.3,28,10,239,283.0,495,2523,15,18,4.6,137.0,355,1342,9,3.8,76.0,101.0,786.0,26.0,2018,crd,187.0,19.3,15.0,Own 28.0,2:16,4.94,20.6,1.09
462,Team Stats,361,5467,1000.0,5.5,18,6,314,355.0,554,3477,20,12,5.8,176.0,396,1990,18,5.0,109.0,121.0,956.0,29.0,2019,crd,178.0,38.8,10.1,Own 27.7,2:29,5.81,30.6,2.02
463,Team Stats,410,6153,1083.0,5.7,21,8,381,387.0,575,3916,27,13,6.5,211.0,479,2237,22,4.7,136.0,113.0,868.0,34.0,2020,crd,179.0,40.2,11.7,Own 29.1,2:36,6.22,34.4,2.3
464,Team Stats,449,6352,1126.0,5.6,15,4,367,415.0,591,4276,27,11,6.8,214.0,496,2076,23,4.2,127.0,114.0,990.0,26.0,2021,crd,179.0,44.7,7.8,Own 29.5,2:58,6.5,35.2,2.46
465,Team Stats,340,5499,1144.0,4.8,25,8,326,433.0,664,3626,17,17,5.1,189.0,434,1873,15,4.3,115.0,118.0,916.0,22.0,2022,crd,187.0,32.1,12.8,Own 26.8,2:45,6.29,29.2,1.65
466,Team Stats,330,5509,1068.0,5.2,18,6,330,355.0,555,3144,18,12,5.3,173.0,471,2365,17,5.0,127.0,101.0,859.0,30.0,2023,crd,180.0,35.0,9.4,Own 26.2,2:46,6.12,30.4,1.83
467,Team Stats,400,6090,1036.0,5.9,20,9,356,374.0,543,3639,21,11,6.4,191.0,463,2451,18,5.3,136.0,92.0,806.0,29.0,2024,crd,168.0,44.6,11.9,Own 28.1,3:01,6.39,36.3,2.32
468,Team Stats,177,3153,666.0,4.7,50,17,180,163.0,354,2104,17,33,5.9,105.0,312,1049,6,3.4,57.0,62.0,600.0,18.0,1960,dal,,,,,,,,
469,Team Stats,236,4480,838.0,5.3,48,21,239,215.0,422,2661,23,27,6.3,130.0,416,1819,6,4.4,100.0,47.0,427.0,9.0,1961,dal,,,,,,,,
470,Team Stats,398,4912,814.0,6.0,36,19,246,200.0,380,2872,31,17,7.6,136.0,434,2040,16,4.7,101.0,62.0,639.0,9.0,1962,dal,,,,,,,,
471,Team Stats,305,4263,838.0,5.1,36,15,248,200.0,375,2468,20,21,5.9,132.0,420,1795,18,4.3,105.0,67.0,627.0,11.0,1963,dal,,,,,,,,
472,Team Stats,250,3704,893.0,4.1,43,19,230,192.0,404,2013,10,24,4.3,119.0,421,1691,15,4.0,89.0,97.0,952.0,22.0,1964,dal,,,,,,,,
473,Team Stats,325,3995,833.0,4.8,35,17,211,168.0,362,2387,25,18,5.7,108.0,416,1608,8,3.9,87.0,68.0,710.0,16.0,1965,dal,,,,,,,,
474,Team Stats,445,5145,926.0,5.6,24,10,287,214.0,413,3023,27,14,6.6,139.0,471,2122,24,4.5,124.0,83.0,824.0,24.0,1966,dal,,,,,,,,
475,Team Stats,342,4699,936.0,5.0,42,14,261,210.0,417,2799,28,28,6.1,141.0,477,1900,13,4.0,109.0,81.0,785.0,11.0,1967,dal,,,,,,,,
476,Team Stats,431,5117,913.0,5.6,33,15,297,217.0,399,3026,25,18,7.0,143.0,480,2091,22,4.4,135.0,77.0,751.0,19.0,1968,dal,,,,,,,,
477,Team Stats,369,5122,931.0,5.5,30,12,275,189.0,355,2846,24,18,7.1,125.0,532,2276,17,4.3,133.0,81.0,840.0,17.0,1969,dal,,,,,,,,
478,Team Stats,299,4449,858.0,5.2,28,12,229,149.0,297,2149,18,16,6.4,95.0,522,2300,16,4.4,119.0,87.0,934.0,15.0,1970,dal,,,,,,,,
479,Team Stats,406,5035,905.0,5.6,35,21,288,206.0,361,2786,22,14,7.1,144.0,512,2249,25,4.4,135.0,94.0,952.0,9.0,1971,dal,,,,,,,,
480,Team Stats,319,4466,897.0,5.0,38,15,256,196.0,367,2342,16,23,5.9,126.0,499,2124,17,4.3,118.0,90.0,841.0,12.0,1972,dal,,,,,,,,
481,Team Stats,382,4751,906.0,5.2,28,12,281,192.0,321,2333,26,16,6.4,127.0,542,2418,17,4.5,139.0,83.0,762.0,15.0,1973,dal,,,,,,,,
482,Team Stats,297,4983,974.0,5.1,31,16,295,206.0,385,2529,14,15,5.9,129.0,542,2454,22,4.5,147.0,86.0,703.0,19.0,1974,dal,,,,,,,,
483,Team Stats,350,5025,986.0,5.1,35,18,288,207.0,376,2593,19,17,6.2,142.0,571,2432,17,4.3,132.0,94.0,715.0,14.0,1975,dal,,,,,,,,
484,Team Stats,296,4884,958.0,5.1,29,16,269,222.0,390,2737,17,13,6.5,140.0,538,2147,16,4.0,111.0,94.0,761.0,18.0,1976,dal,,,,,,,,
485,Team Stats,345,4812,969.0,5.0,24,14,272,215.0,372,2443,18,10,6.0,136.0,564,2369,21,4.2,118.0,106.0,865.0,18.0,1977,dal,,,,,,,,
486,Team Stats,384,5959,1107.0,5.4,35,18,342,251.0,449,3176,25,17,6.6,167.0,625,2783,22,4.5,146.0,96.0,816.0,29.0,1978,dal,,,,,,,,
487,Team Stats,371,5968,1122.0,5.3,34,21,339,287.0,503,3593,29,13,6.6,195.0,578,2375,15,4.1,122.0,100.0,845.0,22.0,1979,dal,,,,,,,,
488,Team Stats,454,5482,1075.0,5.1,39,14,337,265.0,449,3104,30,25,6.5,171.0,595,2378,26,4.0,143.0,109.0,908.0,23.0,1980,dal,,,,,,,,
489,Team Stats,367,5880,1100.0,5.3,35,20,321,241.0,439,3169,24,15,6.7,158.0,630,2711,15,4.3,137.0,103.0,839.0,26.0,1981,dal,,,,,,,,
490,Team Stats,226,3199,579.0,5.5,26,12,180,160.0,258,1886,16,14,6.7,99.0,296,1313,10,4.4,70.0,42.0,304.0,11.0,1982,dal,,,,,,,,
491,Team Stats,479,5959,1110.0,5.4,39,14,342,346.0,554,3842,31,25,6.5,205.0,519,2117,21,4.1,109.0,99.0,847.0,28.0,1983,dal,,,,,,,,
492,Team Stats,308,5320,1121.0,4.7,43,17,323,322.0,604,3606,19,26,5.5,202.0,469,1714,12,3.7,93.0,100.0,947.0,28.0,1984,dal,,,,,,,,
493,Team Stats,357,5602,1093.0,5.1,41,16,336,344.0,587,3861,27,25,6.1,208.0,462,1741,11,3.8,95.0,100.0,759.0,33.0,1985,dal,,,,,,,,
494,Team Stats,346,5474,1054.0,5.2,41,17,325,319.0,547,3505,21,24,5.8,199.0,447,1969,21,4.4,98.0,112.0,936.0,28.0,1986,dal,,,,,,,,
495,Team Stats,340,5056,1017.0,5.0,40,20,293,288.0,500,3191,19,20,5.8,176.0,465,1865,17,4.0,93.0,131.0,1091.0,24.0,1987,dal,,,,,,,,
496,Team Stats,265,5483,1059.0,5.2,40,13,311,307.0,555,3488,21,27,5.9,175.0,469,1995,10,4.3,112.0,141.0,1148.0,24.0,1988,dal,,,,,,,,
497,Team Stats,204,4294,898.0,4.8,42,15,246,266.0,513,2885,14,27,5.3,145.0,355,1409,7,4.0,78.0,100.0,771.0,23.0,1989,dal,,,,,,,,
498,Team Stats,244,4081,911.0,4.5,33,9,250,254.0,475,2581,12,24,5.0,135.0,393,1500,13,3.8,88.0,98.0,729.0,27.0,1990,dal,,,,,,,,
499,Team Stats,342,5101,971.0,5.3,24,12,304,305.0,500,3390,16,12,6.3,191.0,433,1711,15,4.0,89.0,74.0,610.0,24.0,1991,dal,,,,,,,,
500,Team Stats,409,5606,1014.0,5.5,24,9,324,314.0,491,3485,23,15,6.8,183.0,500,2121,20,4.2,119.0,91.0,650.0,22.0,1992,dal,,,,,,,,
501,Team Stats,376,5615,994.0,5.6,22,16,322,317.0,475,3454,18,6,6.9,172.0,490,2161,20,4.4,120.0,94.0,744.0,30.0,1993,dal,,,,,,,,
502,Team Stats,414,5321,1018.0,5.2,24,10,322,282.0,448,3368,19,14,7.2,160.0,550,1953,26,3.6,136.0,100.0,895.0,26.0,1994,dal,,,,,,,,
503,Team Stats,435,5824,1007.0,5.8,23,13,364,322.0,494,3623,18,10,7.1,195.0,495,2201,29,4.4,141.0,90.0,695.0,28.0,1995,dal,,,,,,,,
504,Team Stats,286,4763,981.0,4.9,29,15,286,307.0,487,3122,12,14,6.2,163.0,475,1641,14,3.5,105.0,103.0,832.0,18.0,1996,dal,,,,,,,,
